5.449916589475234650e+04,7.864861216410010059e+01
4.160166161329123133e+04,6.284490937810699052e+01
5.542484912893483852e+04,7.978287432014010960e+01
3.097132677659071123e+04,4.981904356616519891e+01
7.009333611981423746e+04,9.775646882045911923e+01
3.993257345289058139e+04,6.079971042278593529e+01
7.152038769706917810e+04,9.950505953761646083e+01
3.446780079246738023e+04,5.410347373633873502e+01
5.163710539869117929e+04,7.514165611129945432e+01
4.287192190557832510e+04,6.440140609751203726e+01
2.962888326903097550e+04,4.817405932114282052e+01
4.960215655362341931e+04,7.264817725829078654e+01
4.833099064045981504e+04,7.109058080955072967e+01
6.050794525875538966e+04,8.601130637791032996e+01
6.868516220984901884e+04,9.603100859911478437e+01
2.735051169327437310e+04,4.538220296715564928e+01
3.254411455932040553e+04,5.174627540620150512e+01
7.163999881399740116e+04,9.965162105784169455e+01
3.447380406311389379e+04,5.411082985701933268e+01
3.466016069892760424e+04,5.433918231655906084e+01
5.376252669911205885e+04,7.774598984963211024e+01
5.894578240114251093e+04,8.409715459858836084e+01
5.666353306388552301e+04,8.130066298403222902e+01
2.448255576625405956e+04,4.186784490505763046e+01
6.715072142399277072e+04,9.415083059491209383e+01
3.698352963455967256e+04,5.718611967474125635e+01
5.016410933644669421e+04,7.333675382836656809e+01
4.138972439917633892e+04,6.258521467177259012e+01
2.426190664661418487e+04,4.159746188638685993e+01
4.715446406358911190e+04,6.964894729283227548e+01
6.383083074761091848e+04,9.008290560960487880e+01
4.092783170968540071e+04,6.201923980061515351e+01
4.819416699147589679e+04,7.092292673445449225e+01
4.608846687261727493e+04,6.834274752551678489e+01
4.186625476589824393e+04,6.316912530741083742e+01
5.939551377892584424e+04,8.464822026641773789e+01
3.937339386529265175e+04,6.011452477997229948e+01
5.211423633229861298e+04,7.572629729206171589e+01
3.843771909723465069e+04,5.896800291449523002e+01
3.991242804218039237e+04,6.077502543568871829e+01
3.494638571314277215e+04,5.468990850742498822e+01
5.713389628661020106e+04,8.187700989892006476e+01
3.334271843711231486e+04,5.272484988348487178e+01
3.604622010958795727e+04,5.603759009958756820e+01
4.126602797744788404e+04,6.243364472305167112e+01
5.101984507602430676e+04,7.438531040697606045e+01
6.787759720932750497e+04,9.504148472312807883e+01
6.306013446383232076e+04,8.913855620529494672e+01
3.094832133204138518e+04,4.979085354156710252e+01
2.414098632352688946e+04,4.144928619129232317e+01
6.137948122424748726e+04,8.707921762977031221e+01
3.592695005949321785e+04,5.589144273743191604e+01
3.957537727191475278e+04,6.036202338108055443e+01
6.283457616169269022e+04,8.886217510663799146e+01
6.249597717276986805e+04,8.844728295160311404e+01
4.712569706838865386e+04,6.961369820793613883e+01
6.434974929648017132e+04,9.071874663301427688e+01
4.083982280143223034e+04,6.191139906340143284e+01
2.530025909377098651e+04,4.286985394908584368e+01
3.589210646061395528e+04,5.584874718383410652e+01
4.567166730054278742e+04,6.783202960711231810e+01
5.690888922606525011e+04,8.160130356982423905e+01
3.830567633771167311e+04,5.880620520405152973e+01
4.560652392066978064e+04,6.775220731112938211e+01
6.309498491747322259e+04,8.918125916114996699e+01
5.647484695827433461e+04,8.106946150598066936e+01
3.882457126044428878e+04,5.944202942833976522e+01
5.120217152461030491e+04,7.460871994897527770e+01
5.393636561493085901e+04,7.795899902748251975e+01
5.216434768776310375e+04,7.578770005399246656e+01
2.970686264089346514e+04,4.826961276716916416e+01
5.321905598235943762e+04,7.708006142970390329e+01
4.712090111722164147e+04,6.960782158122974295e+01
2.999013661398868499e+04,4.861672748671689703e+01
2.446743297426241406e+04,4.184931347570176996e+01
6.894496018290457141e+04,9.634934366697336827e+01
3.553426207484381302e+04,5.541026291478004140e+01
2.575580567993247678e+04,4.342807618054161622e+01
4.194245269067078334e+04,6.326249346759659886e+01
4.044352911916808807e+04,6.142580485098420695e+01
7.125758960003982065e+04,9.918304857910959527e+01
6.896625634843738226e+04,9.637543823561196632e+01
5.149416989451657719e+04,7.496651341417754111e+01
7.158659790765123034e+04,9.958618802658544666e+01
7.143046034487614816e+04,9.939487003247781161e+01
6.531654701279653091e+04,9.190338244735043816e+01
3.087670189605053747e+04,4.970309370951733285e+01
4.100142330062582914e+04,6.210941442888358210e+01
3.797711089344775246e+04,5.840359959118446653e+01
3.964863948755501042e+04,6.045179457857298644e+01
3.718146980825965147e+04,5.742866485920222885e+01
5.419168185027565050e+04,7.827184436771997866e+01
2.543848943777565000e+04,4.303924017486794895e+01
6.875049223761764006e+04,9.611105864389281805e+01
2.422373812380354866e+04,4.155069021241137506e+01
4.899021125918832695e+04,7.189834313418970169e+01
2.646427735599063453e+04,4.429622767712788800e+01
5.681778080673713703e+04,8.148966631854543152e+01
2.869136382670237072e+04,4.702525070947536534e+01
3.243351426722901670e+04,5.161075045997728949e+01
