4.292073757142294198e+04,7.864861216410010059e+01
2.566920967533778094e+04,6.284490937810699052e+01
6.156953353105262795e+04,7.978287432014010960e+01
3.702612283589744038e+04,4.981904356616519891e+01
4.500981086142020649e+04,9.775646882045911923e+01
3.783930368032444676e+04,6.079971042278593529e+01
4.873365024253982847e+04,9.950505953761646083e+01
5.350361006497174094e+04,5.410347373633873502e+01
6.099371272608775325e+04,7.514165611129945432e+01
5.656056899992088438e+04,6.440140609751203726e+01
7.099095102067926200e+04,4.817405932114282052e+01
5.237756885166356369e+04,7.264817725829078654e+01
6.281493728449110495e+04,7.109058080955072967e+01
5.765759439631839632e+04,8.601130637791032996e+01
2.430647902022361450e+04,9.603100859911478437e+01
6.723657865623701946e+04,4.538220296715564928e+01
4.498798484444417409e+04,5.174627540620150512e+01
2.878131895940257527e+04,9.965162105784169455e+01
6.385948037241337443e+04,5.411082985701933268e+01
3.286126138744749915e+04,5.433918231655906084e+01
3.148800394144644088e+04,7.774598984963211024e+01
4.495087959562967444e+04,8.409715459858836084e+01
5.575522097656012920e+04,8.130066298403222902e+01
6.983828197474875196e+04,4.186784490505763046e+01
6.376316630823176092e+04,9.415083059491209383e+01
4.784786936285175034e+04,5.718611967474125635e+01
5.380775797455525026e+04,7.333675382836656809e+01
6.384648017548489588e+04,6.258521467177259012e+01
4.486198454670682986e+04,4.159746188638685993e+01
6.028443004985196603e+04,6.964894729283227548e+01
5.414556360945834604e+04,9.008290560960487880e+01
4.069811066134281282e+04,6.201923980061515351e+01
2.367190488160946188e+04,7.092292673445449225e+01
4.949681026866011234e+04,6.834274752551678489e+01
3.853673296106495400e+04,6.316912530741083742e+01
3.005762117816480168e+04,8.464822026641773789e+01
4.983502441202714544e+04,6.011452477997229948e+01
3.213819331127227633e+04,7.572629729206171589e+01
4.249446016927040910e+04,5.896800291449523002e+01
3.471166434398060665e+04,6.077502543568871829e+01
2.475303663809287173e+04,5.468990850742498822e+01
5.079735351755371084e+04,8.187700989892006476e+01
6.814234743220343080e+04,5.272484988348487178e+01
3.172560424583315034e+04,5.603759009958756820e+01
5.738497312854304619e+04,6.243364472305167112e+01
5.821423036872014927e+04,7.438531040697606045e+01
2.447928842723975686e+04,9.504148472312807883e+01
5.149662229833882157e+04,8.913855620529494672e+01
5.712054946432793804e+04,4.979085354156710252e+01
6.751011986507898837e+04,4.144928619129232317e+01
7.029361956634692615e+04,8.707921762977031221e+01
6.388050456453851075e+04,5.589144273743191604e+01
6.953088052217850054e+04,6.036202338108055443e+01
4.775069869792817917e+04,8.886217510663799146e+01
3.248178786717553157e+04,8.844728295160311404e+01
2.636835444170256960e+04,6.961369820793613883e+01
6.829075975252522039e+04,9.071874663301427688e+01
4.211962465571243956e+04,6.191139906340143284e+01
4.294442252027831273e+04,4.286985394908584368e+01
3.132653552533649781e+04,5.584874718383410652e+01
2.943845011489514945e+04,6.783202960711231810e+01
4.792967346894281945e+04,8.160130356982423905e+01
3.964280791798924474e+04,5.880620520405152973e+01
4.533146616719158919e+04,6.775220731112938211e+01
2.533796503212836251e+04,8.918125916114996699e+01
3.552261710404922633e+04,8.106946150598066936e+01
6.806051611354706984e+04,5.944202942833976522e+01
2.728442538164325742e+04,7.460871994897527770e+01
5.297499962881921965e+04,7.795899902748251975e+01
5.974768340460723266e+04,7.578770005399246656e+01
4.588591249364560645e+04,4.826961276716916416e+01
5.397518564431874984e+04,7.708006142970390329e+01
4.394999849021310365e+04,6.960782158122974295e+01
6.987468330357715604e+04,4.861672748671689703e+01
6.604127994621801190e+04,4.184931347570176996e+01
2.874589721413526422e+04,9.634934366697336827e+01
2.675050357437922867e+04,5.541026291478004140e+01
6.678967704772661091e+04,4.342807618054161622e+01
2.354986787420109249e+04,6.326249346759659886e+01
5.947414353166311048e+04,6.142580485098420695e+01
2.950587616551096653e+04,9.918304857910959527e+01
3.019289183797741134e+04,9.637543823561196632e+01
4.527223071003430960e+04,7.496651341417754111e+01
6.329766810951532534e+04,9.958618802658544666e+01
4.262739989326181967e+04,9.939487003247781161e+01
5.520343046275676897e+04,9.190338244735043816e+01
4.173963539012909314e+04,4.970309370951733285e+01
6.860730795022114762e+04,6.210941442888358210e+01
2.988213726983363449e+04,5.840359959118446653e+01
6.538866960118819406e+04,6.045179457857298644e+01
4.710647821092823870e+04,5.742866485920222885e+01
2.947422175218326811e+04,7.827184436771997866e+01
6.586761265468176862e+04,4.303924017486794895e+01
2.847730220391204057e+04,9.611105864389281805e+01
4.862852709299037815e+04,4.155069021241137506e+01
3.685897933538393409e+04,7.189834313418970169e+01
3.183291799357105992e+04,4.429622767712788800e+01
5.560362092810583272e+04,8.148966631854543152e+01
4.840288071028349805e+04,4.702525070947536534e+01
3.713857569380854693e+04,5.161075045997728949e+01
